#proteinId	iprId	iprDesc	domainDb	domainId	domainDesc	numHits	domainStarts	domainEnds	score
2	IPR011545	DNA/RNA helicase, DEAD/DEAH box type, N-terminal	HMMPfam	PF00270	DEAD	1	917,	1072,	2.4e-15
2590	IPR013880	Yos1-like	HMMPfam	PF08571	Yos1	1	6,	86,	1.5e-41
2591	IPR001394	Peptidase C19, ubiquitin carboxyl-terminal hydrolase 2	HMMPfam	PF00443	UCH	1	52,	463,	1.9e-71
2591	IPR001394	Peptidase C19, ubiquitin carboxyl-terminal hydrolase 2	ProfileScan	PS50235	UCH_2_3	1	55,	467,	30.341
2591	IPR001394	Peptidase C19, ubiquitin carboxyl-terminal hydrolase 2	ScanRegExp	PS00972	UCH_2_1	1	56,	71,	8e-5
2591	IPR001394	Peptidase C19, ubiquitin carboxyl-terminal hydrolase 2	ScanRegExp	PS00973	UCH_2_2	1	400,	418,	8e-5
2592	IPR003042	Aromatic-ring hydroxylase	FPrintScan	PR00420	RNGMNOXGNASE	3	40,403,418,	62,418,434,	2e-13,2e-13,2e-13
2592	IPR002938	Monooxygenase, FAD-binding	HMMPfam	PF01494	FAD_binding_3	1	388,	434,	1.1e-06
2592	IPR010971	Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6	HMMTigr	TIGR01988	Ubi-OHases: Ubiquinone biosynthesis hydrox	1	40,	514,	7.7e-122
2592	IPR010971	Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6	ScanRegExp	PS01304	UBIH	1	417,	430,	8e-5
2594	IPR001683	Phox-like	HMMPfam	PF00787	PX	1	68,	188,	2.7e-24
2594	IPR001683	Phox-like	HMMSmart	SM00312	no description	1	68,	188,	1.6e-18
2594	IPR001683	Phox-like	ProfileScan	PS50195	PX	1	70,	192,	15.696
2594	IPR001683	Phox-like	superfamily	SSF64268	PX domain	1	65,	191,	2.8e-32
2595	IPR002884	Proprotein convertase, P	BlastProDom	PD000717	Q874F6_ASPOR_Q874F6;	1	497,	625,	1e-59
2595	IPR000209	Peptidase S8 and S53, subtilisin, kexin, sedolisin	FPrintScan	PR00723	SUBTILISIN	3	193,236,409,	212,249,425,	3.9e-13,3.9e-13,3.9e-13
2595	IPR000209	Peptidase S8 and S53, subtilisin, kexin, sedolisin	HMMPfam	PF00082	Peptidase_S8	1	176,	471,	3.7e-105
2595	IPR002884	Proprotein convertase, P	HMMPfam	PF01483	P_proprotein	1	531,	622,	2.8e-29
2595	IPR000209	Peptidase S8 and S53, subtilisin, kexin, sedolisin	ScanRegExp	PS00137	SUBTILASE_HIS	1	240,	250,	8e-5
2595	IPR000209	Peptidase S8 and S53, subtilisin, kexin, sedolisin	ScanRegExp	PS00138	SUBTILASE_SER	1	410,	420,	NA
2595	IPR008979	Galactose-binding like	superfamily	SSF49785	Galactose-binding domain-like	1	487,	625,	2.9e-45
2595	IPR000209	Peptidase S8 and S53, subtilisin, kexin, sedolisin	superfamily	SSF52743	Subtilisin-like	1	150,	486,	1.6e-98
2598	IPR001327	Pyridine nucleotide-disulphide oxidoreductase, NAD-binding region	BlastProDom	PD000139	TRXB_PENCH_P43496;	1	122,	192,	4e-32
2598	IPR013027	FAD-dependent pyridine nucleotide-disulphide oxidoreductase	FPrintScan	PR00368	FADPNR	5	5,118,159,248,289,	27,127,184,262,296,	3e-24,3e-24,3e-24,3e-24,3e-24
2598	IPR000759	Adrenodoxin reductase	FPrintScan	PR00419	ADXRDTASE	2	5,160,	27,174,	9.1e-05,9.1e-05
2598	IPR000103	Pyridine nucleotide-disulphide oxidoreductase, class-II	FPrintScan	PR00469	PNDRDTASEII	9	5,43,64,116,138,155,207,249,284,	27,58,74,124,150,179,223,270,302,	1e-76,1e-76,1e-76,1e-76,1e-76,1e-76,1e-76,1e-76,1e-76
2598	IPR001327	Pyridine nucleotide-disulphide oxidoreductase, NAD-binding region	HMMPfam	PF00070	Pyr_redox	1	159,	255,	1.9e-28
2598	IPR013027	FAD-dependent pyridine nucleotide-disulphide oxidoreductase	HMMPfam	PF07992	Pyr_redox_2	1	5,	300,	1.5e-41
2598	IPR005982	Thioredoxin reductase	HMMTigr	TIGR01292	TRX_reduct: thioredoxin-disulfide reductas	1	4,	321,	1e-173
2598	IPR008255	Pyridine nucleotide-disulphide oxidoreductase, class-II, active site	ScanRegExp	PS00573	PYRIDINE_REDOX_2	1	145,	167,	8e-5
2599	IPR002937	Amine oxidase	HMMPfam	PF01593	Amino_oxidase	1	10,	138,	2.2e-34
2599	IPR009071	High mobility group box, HMG	superfamily	SSF47095	HMG-box	1	228,	326,	2.5e-08
2600	IPR015414	SNARE associated Golgi protein	HMMPfam	PF09335	SNARE_assoc	1	135,	257,	6.9e-23
2601	IPR000571	Zinc finger, CCCH-type	HMMPfam	PF00642	zf-CCCH	2	281,310,	306,331,	0.0015,0.036
2601	IPR002625	Smr protein/MutS2 C-terminal	HMMPfam	PF01713	Smr	1	609,	689,	2e-07
2601	IPR013899	Region of unknown function DUF1771	HMMPfam	PF08590	DUF1771	1	528,	593,	3e-23
2601	IPR000571	Zinc finger, CCCH-type	HMMSmart	SM00356	no description	2	280,307,	306,331,	0.00025,0.0081
2601	IPR002625	Smr protein/MutS2 C-terminal	HMMSmart	SM00463	no description	1	606,	687,	3.7e-06
2601	IPR002625	Smr protein/MutS2 C-terminal	ProfileScan	PS50828	SMR	1	609,	692,	20.381
2602	IPR005000	HpcH/HpaI aldolase	HMMPfam	PF03328	HpcH_HpaI	1	9,	243,	2.3e-30
2602	IPR011206	Citrate lyase, beta subunit	HMMPIR	PIRSF015582	Citrate lyase, beta subunit	1	1,	310,	3.4e-120
2602	IPR015813	Pyruvate/Phosphoenolpyruvate kinase, catalytic core	superfamily	SSF51621	Phosphoenolpyruvate/pyruvate domain	1	4,	253,	2.5e-53
2603	IPR008564	Protein of unknown function DUF846, eukaryotic	HMMPfam	PF05832	DUF846	1	8,	187,	3.9e-52
2604	IPR002575	Aminoglycoside phosphotransferase	HMMPfam	PF01636	APH	1	30,	315,	1.6e-38
2604	IPR008271	Serine/threonine protein kinase, active site	ScanRegExp	PS00108	PROTEIN_KINASE_ST	1	216,	228,	NA
2604	IPR011009	Protein kinase-like	superfamily	SSF56112	Protein kinase-like (PK-like)	1	16,	259,	3.2e-37
2606	IPR015590	Aldehyde dehydrogenase	HMMPfam	PF00171	Aldedh	1	17,	442,	5.5e-170
2606	IPR016160	Aldehyde dehydrogenase, conserved site	ScanRegExp	PS00070	ALDEHYDE_DEHYDR_CYS	1	244,	255,	NA
2606	IPR016160	Aldehyde dehydrogenase, conserved site	ScanRegExp	PS00687	ALDEHYDE_DEHYDR_GLU	1	216,	223,	NA
2606	IPR016161	Aldehyde/histidinol dehydrogenase	superfamily	SSF53720	ALDH-like	1	8,	445,	1e-146
2608	IPR011701	Major facilitator superfamily MFS-1	HMMPfam	PF07690	MFS_1	1	54,	428,	8.7e-31
2608	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	50,	460,	14.185
2608	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	4,	442,	1.9e-68
2609	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMPfam	PF00172	Zn_clus	1	11,	48,	0.002
2609	IPR007219	Fungal specific transcription factor	HMMPfam	PF04082	Fungal_trans	1	290,	386,	2.7e-28
2609	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMSmart	SM00066	no description	1	7,	50,	8e-06
2609	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ScanRegExp	PS00463	ZN2_CY6_FUNGAL_1	1	12,	39,	8e-5
2609	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	1,	50,	3.8e-07
2610	IPR003819	Taurine catabolism dioxygenase TauD/TfdA	HMMPfam	PF02668	TauD	1	31,	338,	3.3e-115
2611	IPR003042	Aromatic-ring hydroxylase	FPrintScan	PR00420	RNGMNOXGNASE	4	3,150,291,306,	25,165,306,322,	2.6e-13,2.6e-13,2.6e-13,2.6e-13
2611	IPR003953	Fumarate reductase/succinate dehydrogenase flavoprotein, N-terminal	HMMPfam	PF00890	FAD_binding_2	1	3,	39,	9.4e-07
2615	IPR001382	Glycoside hydrolase, family 47	FPrintScan	PR00747	GLYHDRLASE47	8	117,150,193,234,332,403,484,547,	137,164,211,253,349,419,508,567,	1e-58,1e-58,1e-58,1e-58,1e-58,1e-58,1e-58,1e-58
2615	IPR001382	Glycoside hydrolase, family 47	HMMPfam	PF01532	Glyco_hydro_47	1	117,	583,	8.7e-119
2615	IPR001382	Glycoside hydrolase, family 47	superfamily	SSF48225	Seven-hairpin glycosidases	1	106,	582,	7.4e-158
2616	IPR001279	Beta-lactamase-like	HMMPfam	PF00753	Lactamase_B	1	16,	208,	5.2e-26
2616	IPR002052	N-6 adenine-specific DNA methylase, conserved site	ScanRegExp	PS00092	N6_MTASE	1	29,	35,	NA
2617	IPR002347	Glucose/ribitol dehydrogenase	FPrintScan	PR00081	GDHRDH	5	17,95,146,172,197,	34,106,162,191,214,	4.9e-20,4.9e-20,4.9e-20,4.9e-20,4.9e-20
2617	IPR002198	Short-chain dehydrogenase/reductase SDR	HMMPfam	PF00106	adh_short	1	16,	191,	8.7e-08
2617	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	14,	258,	7.5e-47
2618	IPR006045	Cupin 1	HMMPfam	PF00190	Cupin_1	2	75,252,	216,394,	2.4e-13,4.1e-16
2618	IPR017774	Bicupin, oxalate decarboxylase/oxidase	HMMTigr	TIGR03404	bicupin_oxalic: bicupin, oxalate decar	1	36,	404,	5.2e-259
2618	IPR011051	Cupin, RmlC-type	superfamily	SSF51182	RmlC-like cupins	1	31,	404,	3.5e-87
2624	IPR006913	Glutathione-dependent formaldehyde-activating, GFA	HMMPfam	PF04828	DUF636	1	28,	128,	3.8e-16
2627	IPR001140	ABC transporter, transmembrane region	HMMPfam	PF00664	ABC_membrane	1	29,	109,	6.3e-06
2627	IPR013216	Methyltransferase type 11	HMMPfam	PF08241	Methyltransf_11	1	208,	290,	1e-06
2627	IPR011527	ABC transporter, transmembrane region, type 1	superfamily	SSF90123	Multidrug resistance ABC transporter MsbA, N-terminal domain	1	1,	117,	2.5e-07
2628	IPR002068	Heat shock protein Hsp20	HMMPfam	PF00011	HSP20	1	43,	180,	3.9e-07
2628	IPR002068	Heat shock protein Hsp20	ProfileScan	PS01031	HSP20	1	43,	168,	21.064
2628	IPR008978	HSP20-like chaperone	superfamily	SSF49764	HSP20-like chaperones	1	1,	180,	6.7e-32
2634	IPR000910	High mobility group box, HMG1/HMG2	HMMPfam	PF00505	HMG_box	1	13,	83,	6.8e-19
2634	IPR000910	High mobility group box, HMG1/HMG2	HMMSmart	SM00398	no description	1	12,	84,	3e-17
2634	IPR000910	High mobility group box, HMG1/HMG2	ProfileScan	PS50118	HMG_BOX_2	1	13,	83,	15.895
2634	IPR009071	High mobility group box, HMG	superfamily	SSF47095	HMG-box	1	5,	87,	7.5e-19
2636	IPR002151	Kinesin light chain	FPrintScan	PR00381	KINESINLIGHT	4	830,917,961,996,	849,934,981,1017,	5.7e-09,5.7e-09,5.7e-09,5.7e-09
2636	IPR001440	Tetratricopeptide TPR-1	HMMPfam	PF00515	TPR_1	12	753,795,837,879,921,963,1005,1047,1089,1131,1173,1215,	786,828,870,912,954,996,1038,1080,1122,1164,1206,1248,	0.057,0.007,0.021,0.014,0.035,0.016,0.096,0.039,0.034,0.043,0.067,0.11
2636	IPR013026	Tetratricopeptide region	HMMSmart	SM00028	no description	12	753,795,837,879,921,963,1005,1047,1089,1131,1173,1215,	786,828,870,912,954,996,1038,1080,1122,1164,1206,1248,	2.4,0.23,0.87,0.3,0.87,0.51,8.1,0.72,0.6,1.2,3.3,12
2636	IPR013026	Tetratricopeptide region	ProfileScan	PS50005	TPR	12	753,795,837,879,921,963,1005,1047,1089,1131,1173,1215,	786,828,870,912,954,996,1038,1080,1122,1164,1206,1248,	8.437,9.322,8.998,8.673,9.234,9.352,8.319,8.260,8.319,8.585,8.880,8.142
2636	IPR013026	Tetratricopeptide region	ProfileScan	PS50293	TPR_REGION	1	753,	1248,	52.546
2637	IPR007087	Zinc finger, C2H2-type	ScanRegExp	PS00028	ZINC_FINGER_C2H2_1	1	771,	792,	8e-5
2637	IPR011010	DNA breaking-rejoining enzyme, catalytic core	superfamily	SSF56349	DNA breaking-rejoining enzymes	1	217,	267,	0.017
2638	IPR002347	Glucose/ribitol dehydrogenase	FPrintScan	PR00081	GDHRDH	3	16,85,135,	33,96,151,	7.9e-11,7.9e-11,7.9e-11
2638	IPR002198	Short-chain dehydrogenase/reductase SDR	HMMPfam	PF00106	adh_short	1	15,	176,	7.5e-05
2638	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	13,	161,	4e-34
2639	IPR002110	Ankyrin	FPrintScan	PR01415	ANKYRIN	2	1058,1136,	1070,1148,	0.045,0.045
2639	IPR002110	Ankyrin	HMMPfam	PF00023	Ank	29	654,698,731,764,793,830,859,892,929,962,996,1029,1057,1094,1127,1159,1193,1226,1259,1292,1325,1354,1392,1424,1457,1490,1519,1555,1588,	686,726,759,792,825,858,891,924,957,990,1023,1056,1089,1122,1155,1188,1221,1254,1287,1320,1353,1386,1419,1452,1485,1518,1551,1584,1617,	14,0.00011,5e-06,2.9e-05,1.6e-05,2.4e-05,7.5e-05,4.3e-05,0.00039,7.4e-05,0.0076,6.5e-07,4.5e-05,0.00057,7.8e-06,0.00074,0.00057,0.00054,0.001,6.4e-06,0.0014,0.00019,0.00039,7.8e-06,4.1e-05,0.00012,5.4e-06,1.9e-05,0.029
2639	IPR002110	Ankyrin	HMMSmart	SM00248	no description	29	654,694,727,760,793,826,859,892,925,958,991,1024,1057,1090,1123,1156,1189,1222,1255,1288,1321,1354,1387,1420,1453,1486,1519,1552,1585,	683,723,756,789,822,855,888,921,954,987,1020,1053,1086,1119,1152,1185,1218,1251,1284,1317,1350,1383,1416,1449,1482,1515,1548,1581,1616,	2.3e+02,0.14,0.088,0.0015,0.0011,0.039,0.012,0.034,5.3,0.43,8.1,0.0039,0.015,0.72,0.015,4.7,0.72,0.5,4.1,0.049,1,0.017,1.7,0.015,0.033,1.4,0.0016,0.038,3
2639	IPR002110	Ankyrin	ProfileScan	PS50088	ANK_REPEAT	28	694,730,760,793,826,859,892,928,961,996,1029,1057,1090,1123,1156,1189,1222,1258,1288,1321,1354,1387,1420,1453,1489,1519,1552,1585,	726,759,792,825,858,891,924,957,990,1023,1056,1089,1122,1155,1188,1221,1254,1287,1320,1353,1386,1419,1452,1485,1518,1551,1584,1616,	9.885,10.740,10.526,10.472,9.992,10.232,9.938,8.736,9.671,8.736,10.846,10.713,9.404,10.927,9.484,9.404,9.805,8.523,10.125,9.644,9.992,9.297,10.927,9.671,9.351,10.659,10.579,9.297
2639	IPR002110	Ankyrin	ProfileScan	PS50297	ANK_REP_REGION	1	654,	1616,	238.376
2639	IPR002110	Ankyrin	superfamily	SSF48403	Ankyrin repeat	4	623,961,1217,1419,	955,1214,1483,1610,	3.9e-71,1.3e-63,8e-65,2.3e-45
2641	IPR002110	Ankyrin	FPrintScan	PR01415	ANKYRIN	2	84,96,	96,108,	17,17
2641	IPR002110	Ankyrin	HMMPfam	PF00023	Ank	4	15,48,83,116,	47,82,115,168,	0.047,0.00013,1.9e-09,5.4
2641	IPR002110	Ankyrin	HMMSmart	SM00248	no description	4	15,48,83,116,	44,79,112,165,	1.8,25,0.0017,3.8e+03
2641	IPR002110	Ankyrin	ProfileScan	PS50088	ANK_REPEAT	2	48,83,	82,115,	10.018,12.529
2641	IPR002110	Ankyrin	ProfileScan	PS50297	ANK_REP_REGION	1	1,	125,	33.713
2641	IPR002110	Ankyrin	superfamily	SSF48403	Ankyrin repeat	1	1,	177,	7.5e-32
2647	IPR002935	O-methyltransferase, family 3	HMMPfam	PF01596	Methyltransf_3	1	39,	254,	0.00012
2648	IPR013027	FAD-dependent pyridine nucleotide-disulphide oxidoreductase	FPrintScan	PR00368	FADPNR	2	8,328,	30,335,	1.5e-06,1.5e-06
2648	IPR001100	Pyridine nucleotide-disulphide oxidoreductase, class I	FPrintScan	PR00411	PNDRDTASEI	2	8,328,	30,335,	1.3e-05,1.3e-05
2648	IPR003042	Aromatic-ring hydroxylase	FPrintScan	PR00420	RNGMNOXGNASE	6	8,197,325,340,358,376,	30,212,340,356,376,392,	7.2e-41,7.2e-41,7.2e-41,7.2e-41,7.2e-41,7.2e-41
2648	IPR002938	Monooxygenase, FAD-binding	HMMPfam	PF01494	FAD_binding_3	1	6,	391,	2.8e-59
2648	IPR012941	Phenol hydroxylase, C-terminal dimerisation	HMMPfam	PF07976	Phe_hydrox_dim	1	429,	608,	6.9e-26
2648	IPR001128	Cytochrome P450	ScanRegExp	PS00086	CYTOCHROME_P450	1	602,	611,	NA
2648	IPR012336	Thioredoxin-like fold	superfamily	SSF52833	Thioredoxin-like	1	451,	642,	7e-50
2649	IPR011761	ATP-grasp fold	ProfileScan	PS50975	ATP_GRASP	1	175,	399,	10.462
2654	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	HMMPfam	PF00732	GMC_oxred_N	1	6,	320,	3.3e-73
2654	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	HMMPfam	PF05199	GMC_oxred_C	1	404,	549,	2.7e-25
2654	IPR012132	Glucose-methanol-choline oxidoreductase	HMMPIR	PIRSF000137	Alcohol oxidase	1	1,	556,	9.5e-204
2654	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	ScanRegExp	PS00623	GMC_OXRED_1	1	84,	107,	NA
2654	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	ScanRegExp	PS00624	GMC_OXRED_2	1	265,	279,	NA
2655	IPR006162	Phosphopantetheine attachment site	ScanRegExp	PS00012	PHOSPHOPANTETHEINE	1	53,	68,	NA
2655	IPR011043	Galactose oxidase/kelch, beta-propeller	superfamily	SSF50965	Galactose oxidase, central domain	1	123,	282,	4.6e-08
2657	IPR001574	Ribosome-inactivating protein	superfamily	SSF56371	Ribosome inactivating proteins (RIP)	1	165,	262,	0.019
2662	IPR003480	Transferase	HMMPfam	PF02458	Transferase	1	15,	476,	6.3e-06
2662	IPR005135	Endonuclease/exonuclease/phosphatase	superfamily	SSF56219	DNase I-like	1	201,	247,	0.0085
2664	IPR000683	Oxidoreductase, N-terminal	HMMPfam	PF01408	GFO_IDH_MocA	1	28,	133,	5.2e-27
2664	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	25,	183,	1.4e-35
2667	IPR001032	Leghaemoglobin	FPrintScan	PR00188	PLANTGLOBIN	3	26,105,132,	43,131,158,	1.5e-06,1.5e-06,1.5e-06
2667	IPR001221	Phenol hydroxylase reductase	FPrintScan	PR00410	PHEHYDRXLASE	3	226,294,389,	238,313,397,	5.3e-07,5.3e-07,5.3e-07
2667	IPR000971	Globin, subset	HMMPfam	PF00042	Globin	1	29,	156,	4.5e-16
2667	IPR001433	Oxidoreductase FAD/NAD(P)-binding	HMMPfam	PF00175	NAD_binding_1	1	294,	404,	4.6e-20
2667	IPR008333	Oxidoreductase FAD-binding region	HMMPfam	PF00970	FAD_binding_6	1	179,	285,	1.1e-06
2667	IPR000971	Globin, subset	ProfileScan	PS01033	GLOBIN	1	23,	158,	19.453
2667	IPR009050	Globin-like	superfamily	SSF46458	Globin-like	1	24,	171,	1.1e-48
2668	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	1,	170,	4.5e-09
2670	IPR015424	Pyridoxal phosphate-dependent transferase, major region	superfamily	SSF53383	PLP-dependent transferases	1	125,	226,	0.003
2673	IPR001138	Fungal transcriptional regulatory protein, N-terminal	FPrintScan	PR00054	FUNGALZNCYS	3	10,17,25,	16,23,35,	0.34,0.34,0.34
2673	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMPfam	PF00172	Zn_clus	1	9,	47,	7.5e-11
2673	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMSmart	SM00066	no description	1	5,	48,	3.3e-09
2673	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ProfileScan	PS50048	ZN2_CY6_FUNGAL_2	1	10,	39,	11.085
2673	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ScanRegExp	PS00463	ZN2_CY6_FUNGAL_1	1	10,	37,	8e-5
2673	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	5,	51,	1.9e-10
2674	IPR006047	Glycosyl hydrolase, family 13, catalytic region	HMMPfam	PF00128	Alpha-amylase	1	24,	432,	6.9e-116
2674	IPR006589	Glycosyl hydrolase, family 13, subfamily, catalytic region	HMMSmart	SM00642	no description	1	24,	441,	6.6e-126
2674	IPR017853	Glycoside hydrolase, catalytic core	superfamily	SSF51445	(Trans)glycosidases	1	12,	507,	1.4e-134
2675	IPR005828	General substrate transporter	HMMPfam	PF00083	Sugar_tr	1	40,	495,	1.3e-74
2675	IPR003663	Sugar transporter	HMMTigr	TIGR00879	SP: MFS transporter, sugar porter (SP) famil	1	1,	491,	5.2e-68
2675	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	40,	484,	23.224
2675	IPR005829	Sugar transporter, conserved site	ScanRegExp	PS00217	SUGAR_TRANSPORT_2	1	147,	172,	NA
2675	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	1,	492,	2.7e-46
2677	IPR002110	Ankyrin	FPrintScan	PR01415	ANKYRIN	2	537,942,	549,954,	0.0027,0.0027
2677	IPR002110	Ankyrin	HMMPfam	PF00023	Ank	20	41,74,144,161,193,228,261,321,344,379,419,465,497,536,858,892,942,1037,1086,1147,	72,106,160,192,226,240,294,343,378,418,462,496,535,568,891,930,956,1053,1146,1199,	0.033,5.5e-08,0.95,0.00011,0.23,0.0068,3.3e-05,1.1,28,0.26,2.2,1.8,0.31,2.9e-09,3.8e-06,1.7e-06,15,16,4,8
2677	IPR002110	Ankyrin	HMMSmart	SM00248	no description	15	41,74,161,193,228,261,379,419,465,497,536,856,892,931,1012,	71,103,189,223,257,291,415,459,493,526,565,888,927,960,1050,	10,0.00037,9.5,1.2e+02,6.9e+02,0.59,1.2e+03,7.4e+02,6.9e+02,8.7e+02,5.3e-05,1.9e+02,0.0041,2e+02,2.5e+02
2677	IPR002110	Ankyrin	ProfileScan	PS50088	ANK_REPEAT	5	74,261,536,856,892,	106,294,568,891,930,	12.449,9.965,14.239,10.392,10.232
2677	IPR002110	Ankyrin	ProfileScan	PS50297	ANK_REP_REGION	2	41,856,	568,961,	62.950,21.349
2677	IPR002110	Ankyrin	superfamily	SSF48403	Ankyrin repeat	3	15,321,797,	315,591,1223,	4.9e-42,2.4e-33,5e-31
2681	IPR005103	Glycoside hydrolase, family 61	HMMPfam	PF03443	Glyco_hydro_61	1	4,	244,	1.3e-89
2682	IPR002018	Carboxylesterase, type B	HMMPfam	PF00135	COesterase	1	29,	84,	9.3e-07
2683	IPR010552	Protein of unknown function DUF1123	HMMPfam	PF06561	DUF1123	1	5,	143,	9.6e-12
2684	IPR007568	RTA1 like protein	HMMPfam	PF04479	RTA1	1	42,	268,	1.5e-54
2685	IPR007568	RTA1 like protein	HMMPfam	PF04479	RTA1	1	42,	272,	1.1e-36
2687	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMPfam	PF00172	Zn_clus	1	12,	50,	2e-07
2687	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMSmart	SM00066	no description	1	8,	52,	2.1e-07
2687	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ProfileScan	PS50048	ZN2_CY6_FUNGAL_2	1	13,	43,	11.206
2687	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ScanRegExp	PS00463	ZN2_CY6_FUNGAL_1	1	13,	41,	8e-5
2687	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	1,	55,	4.3e-12
2688	IPR011761	ATP-grasp fold	ProfileScan	PS50975	ATP_GRASP	1	151,	365,	20.364
2689	IPR000322	Glycoside hydrolase, family 31	HMMPfam	PF01055	Glyco_hydro_31	1	232,	717,	2.8e-74
2689	IPR017853	Glycoside hydrolase, catalytic core	superfamily	SSF51445	(Trans)glycosidases	1	244,	430,	0.00096
2690	IPR011701	Major facilitator superfamily MFS-1	HMMPfam	PF07690	MFS_1	1	79,	446,	6e-28
2690	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	32,	493,	2.5e-57
2691	IPR001138	Fungal transcriptional regulatory protein, N-terminal	FPrintScan	PR00054	FUNGALZNCYS	3	20,27,35,	26,33,45,	8.5,8.5,8.5
2691	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMPfam	PF00172	Zn_clus	1	19,	57,	4e-11
2691	IPR007219	Fungal specific transcription factor	HMMPfam	PF04082	Fungal_trans	1	254,	362,	0.00053
2691	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMSmart	SM00066	no description	1	15,	58,	9.3e-13
2691	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ProfileScan	PS50048	ZN2_CY6_FUNGAL_2	1	20,	49,	11.096
2691	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ScanRegExp	PS00463	ZN2_CY6_FUNGAL_1	1	20,	47,	8e-5
2691	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	8,	61,	3.6e-12
2692	IPR001138	Fungal transcriptional regulatory protein, N-terminal	FPrintScan	PR00054	FUNGALZNCYS	4	14,21,33,45,	20,27,43,56,	0.043,0.043,0.043,0.043
2692	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMPfam	PF00172	Zn_clus	1	13,	54,	6.5e-07
2692	IPR007219	Fungal specific transcription factor	HMMPfam	PF04082	Fungal_trans	1	231,	329,	2.1e-06
2692	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMSmart	SM00066	no description	1	9,	56,	3.3e-08
2692	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ProfileScan	PS50048	ZN2_CY6_FUNGAL_2	1	14,	47,	10.403
2692	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	2,	59,	1.1e-10
2693	IPR009007	Peptidase aspartic, catalytic	superfamily	SSF50630	Acid proteases	1	305,	363,	0.02
2694	IPR005338	Protein of unknown function UPF0075	HMMPfam	PF03702	UPF0075	1	13,	399,	2.7e-57
2695	IPR003663	Sugar transporter	FPrintScan	PR00171	SUGRTRNSPORT	4	27,120,385,408,	37,139,406,420,	2.5e-12,2.5e-12,2.5e-12,2.5e-12
2695	IPR005828	General substrate transporter	HMMPfam	PF00083	Sugar_tr	1	19,	483,	9.1e-83
2695	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	19,	472,	41.451
2695	IPR006162	Phosphopantetheine attachment site	ScanRegExp	PS00012	PHOSPHOPANTETHEINE	1	310,	325,	NA
2695	IPR005829	Sugar transporter, conserved site	ScanRegExp	PS00216	SUGAR_TRANSPORT_1	1	336,	353,	NA
2695	IPR005829	Sugar transporter, conserved site	ScanRegExp	PS00217	SUGAR_TRANSPORT_2	1	125,	150,	8e-5
2695	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	1,	480,	7.8e-63
